damage_id,iso3,country,gid_1,oblast,rayon,type_of_infrastructure,if_other_what,date_of_event,source_name,source_date,source_link,additional_sources,extent_of_damage,_internal_filter_date,_weights,access_subindicator,pcode
D25262,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Industrial/Business/Enterprise facilities,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/dnipro/1096390-golovni-novini-dnipra-ta-oblasti-22-serpna-2/,,Partially damaged,2025-08-22,0.7,['7.2'],UA12
D25263,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Electricity supply system,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/dnipro/1096390-golovni-novini-dnipra-ta-oblasti-22-serpna-2/,,Partially damaged,2025-08-22,0.7,['7.2'],UA12
D25264,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Electricity supply system,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/kharkiv/1096760-sim-naselenih-punktiv-dergacivskoi-gromadi-harkivsini-bez-svitla-cerez-udari-rf/,,Partially damaged,2025-08-22,0.7,['7.2'],UA63
D25265,UKR,Ukraine,['UKR.21_1'],Sumska,Shostkynskyi,Government facilities,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/sumy/1096630-rosijski-vijskovi-atakuvali-selise-znob-novgorodske/,,Partially damaged,2025-08-22,0.7,['7.2'],UA59
D25266,UKR,Ukraine,['UKR.23_1'],Zakarpatska,Mukachivskyi,Industrial/Business/Enterprise facilities,,2025-08-21,Suspilne,2025-08-22,https://suspilne.media/uzhhorod/1096524-vnaslidok-raketnogo-udaru-poskodzenna-zaznali-sist-susidnih-pidpriemstv-u-mukacevi-pracue-komisia-z-obstezenna-zbitkiv/,,Partially damaged,2025-08-21,0.7,['7.2'],UA21
D25267,UKR,Ukraine,['UKR.23_1'],Zakarpatska,Mukachivskyi,Industrial/Business/Enterprise facilities,,2025-08-21,Suspilne,2025-08-22,https://suspilne.media/uzhhorod/1096524-vnaslidok-raketnogo-udaru-poskodzenna-zaznali-sist-susidnih-pidpriemstv-u-mukacevi-pracue-komisia-z-obstezenna-zbitkiv/,,Partially damaged,2025-08-21,0.7,['7.2'],UA21
D25268,UKR,Ukraine,['UKR.23_1'],Zakarpatska,Mukachivskyi,Industrial/Business/Enterprise facilities,,2025-08-21,Suspilne,2025-08-22,https://suspilne.media/uzhhorod/1096524-vnaslidok-raketnogo-udaru-poskodzenna-zaznali-sist-susidnih-pidpriemstv-u-mukacevi-pracue-komisia-z-obstezenna-zbitkiv/,,Partially damaged,2025-08-21,0.7,['7.2'],UA21
D25269,UKR,Ukraine,['UKR.23_1'],Zakarpatska,Mukachivskyi,Industrial/Business/Enterprise facilities,,2025-08-21,Suspilne,2025-08-22,https://suspilne.media/uzhhorod/1096524-vnaslidok-raketnogo-udaru-poskodzenna-zaznali-sist-susidnih-pidpriemstv-u-mukacevi-pracue-komisia-z-obstezenna-zbitkiv/,,Partially damaged,2025-08-21,0.7,['7.2'],UA21
D25270,UKR,Ukraine,['UKR.23_1'],Zakarpatska,Mukachivskyi,Industrial/Business/Enterprise facilities,,2025-08-21,Suspilne,2025-08-22,https://suspilne.media/uzhhorod/1096524-vnaslidok-raketnogo-udaru-poskodzenna-zaznali-sist-susidnih-pidpriemstv-u-mukacevi-pracue-komisia-z-obstezenna-zbitkiv/,,Partially damaged,2025-08-21,0.7,['7.2'],UA21
D25271,UKR,Ukraine,['UKR.23_1'],Zakarpatska,Mukachivskyi,Industrial/Business/Enterprise facilities,,2025-08-21,Suspilne,2025-08-22,https://suspilne.media/uzhhorod/1096524-vnaslidok-raketnogo-udaru-poskodzenna-zaznali-sist-susidnih-pidpriemstv-u-mukacevi-pracue-komisia-z-obstezenna-zbitkiv/,,Partially damaged,2025-08-21,0.7,['7.2'],UA21
D25272,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/donbas/1096528-obstrili-trivali-protagom-kilkoh-godin-rosijski-vijska-atakuvali-kostantinivku/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25273,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Government facilities,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/donbas/1096528-obstrili-trivali-protagom-kilkoh-godin-rosijski-vijska-atakuvali-kostantinivku/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25274,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/donbas/1096528-obstrili-trivali-protagom-kilkoh-godin-rosijski-vijska-atakuvali-kostantinivku/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25275,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/donbas/1096528-obstrili-trivali-protagom-kilkoh-godin-rosijski-vijska-atakuvali-kostantinivku/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25276,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Telecommunications,,2025-08-21,Suspilne,2025-08-22,https://suspilne.media/chernihiv/1096392-bpla-fpv-droni-molnia-rosijska-armia-atakuvala-sim-sil-na-prikordonni-cernigivsini/,,Partially damaged,2025-08-21,0.7,['9.2'],UA74
D25277,UKR,Ukraine,['UKR.9_1'],Khersonska,,Industrial/Business/Enterprise facilities,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/kherson/1096350-obstrili-hersona-dronova-ataka-molodiznogo-1276-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-08-22,1.0,['7.2'],UA65
D25278,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Education facility (school, etc.)",,2025-08-21,Suspilne,2025-08-22,https://suspilne.media/donbas/1096348-golovni-novini-doneckoi-ta-luganskoi-oblastej-22-serpna/,,Partially damaged,2025-08-21,0.7,['7.2'],UA14
D25279,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/dnipro/1097320-golovni-novini-dnipra-ta-oblasti-23-serpna-2/,,Partially damaged,2025-08-23,0.7,['7.2'],UA12
D25280,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/dnipro/1097320-golovni-novini-dnipra-ta-oblasti-23-serpna-2/,,Partially damaged,2025-08-23,0.7,['7.2'],UA12
D25281,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/1097728-kramatorsk-ta-okolici-pid-udarami-ponad-40-kabiv-ak-mistani-perezili-ataku-suspilne-videonovini/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25282,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/1097728-kramatorsk-ta-okolici-pid-udarami-ponad-40-kabiv-ak-mistani-perezili-ataku-suspilne-videonovini/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25283,UKR,Ukraine,['UKR.2_1'],Chernihivska,Koriukivskyi,Telecommunications,,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/chernihiv/1097676-rosiani-atakuvali-vezu-mobilnogo-zvazku-na-prikordonni-cernigivsini/,,Partially damaged,2025-08-23,0.7,['9.2'],UA74
D25284,UKR,Ukraine,['UKR.21_1'],Sumska,Konotopskyi,Religious facilities,,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/sumy/1097570-u-novoslobidskij-gromadi-poraneno-ludinu-vnaslidok-obstrilu/,,Partially damaged,2025-08-23,0.7,['7.2'],UA59
D25285,UKR,Ukraine,['UKR.21_1'],Sumska,Konotopskyi,Government facilities,,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/sumy/1097570-u-novoslobidskij-gromadi-poraneno-ludinu-vnaslidok-obstrilu/,,Partially damaged,2025-08-23,0.7,['7.2'],UA59
D25286,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Road / Highway,,2025-08-22,Suspilne,2025-08-22,https://suspilne.media/donbas/1097480-rosijski-aviaudari-po-kramatorsku-22-serpna-naslidki-ta-poskodzenna/,,Partially damaged,2025-08-22,0.7,['9.2'],UA14
D25287,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Gas supply system,,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/sumy/1097384-u-vorozbanskij-gromadi-poskodzeni-budinki-cerez-ataku-bpla/,,Partially damaged,2025-08-23,0.7,['7.2'],UA59
D25288,UKR,Ukraine,['UKR.9_1'],Khersonska,,Gas supply system,,2025-08-22,Suspilne,2025-08-23,https://suspilne.media/kherson/1097310-poskodzeni-budinki-16-poranenih-armia-rf-za-dobu-obstrilala-28-naselenih-punktiv-hersonsini/,,Partially damaged,2025-08-22,1.0,['7.2'],UA65
D25289,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/kherson/1097298-den-prapora-artudari-po-hersonu-situacia-na-tot-1277-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-08-23,0.7,['7.2'],UA65
D25290,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Government facilities,,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/kherson/1097298-den-prapora-artudari-po-hersonu-situacia-na-tot-1277-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-08-23,0.7,['7.2'],UA65
D25291,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Government facilities,,2025-08-23,Suspilne,2025-08-23,https://suspilne.media/donbas/1097242-golovni-novini-doneckoi-ta-luganskoi-oblastej-23-serpna/,,Partially damaged,2025-08-23,0.7,['7.2'],UA14
D25292,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Government facilities,,2025-08-22,Suspilne,2025-08-23,https://suspilne.media/donbas/1097242-golovni-novini-doneckoi-ta-luganskoi-oblastej-23-serpna/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25293,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Government facilities,,2025-08-22,Suspilne,2025-08-23,https://suspilne.media/donbas/1097242-golovni-novini-doneckoi-ta-luganskoi-oblastej-23-serpna/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25294,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Government facilities,,2025-08-22,Suspilne,2025-08-23,https://suspilne.media/donbas/1097242-golovni-novini-doneckoi-ta-luganskoi-oblastej-23-serpna/,,Partially damaged,2025-08-22,0.7,['7.2'],UA14
D25295,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/dnipro/1097804-golovni-novini-dnipra-ta-oblasti-24-serpna/,,Partially damaged,2025-08-24,0.7,['7.2'],UA12
D25296,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/dnipro/1097804-golovni-novini-dnipra-ta-oblasti-24-serpna/,,Partially damaged,2025-08-24,0.7,['7.2'],UA12
D25297,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Agricultural facilities,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/dnipro/1097804-golovni-novini-dnipra-ta-oblasti-24-serpna/,,Partially damaged,2025-08-24,0.7,['7.2'],UA12
D25298,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Industrial/Business/Enterprise facilities,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/kherson/1098094-rosiani-obstrilali-centralnij-rajon-hersona-poranena-zinka/,,Partially damaged,2025-08-24,0.7,['7.2'],UA65
D25299,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Road / Highway,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/kherson/1098094-rosiani-obstrilali-centralnij-rajon-hersona-poranena-zinka/,,Partially damaged,2025-08-24,0.7,['9.2'],UA65
D25300,UKR,Ukraine,['UKR.8_1'],Kharkivska,Chuhuivskyi,Industrial/Business/Enterprise facilities,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/kharkiv/1098056-24-serpna-rosiani-vdarili-dronom-po-staromu-saltovu-na-harkivsini-poranen-distav-colovik/,,Partially damaged,2025-08-24,0.7,['7.2'],UA63
D25301,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Agricultural facilities,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/sumy/1097940-armia-rf-atakuvala-pisanskij-starostat/,,Partially damaged,2025-08-24,0.7,['7.2'],UA59
D25302,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Government facilities,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/donbas/1097908-armia-rf-obstrilala-punkt-nezlamnosti-v-kostantinivci-na-den-nezaleznosti/,,Partially damaged,2025-08-24,0.7,['7.2'],UA14
D25303,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Cultural facilities (museum, theater etc.)",,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/donbas/1097908-armia-rf-obstrilala-punkt-nezlamnosti-v-kostantinivci-na-den-nezaleznosti/,,Partially damaged,2025-08-24,0.7,['7.2'],UA14
D25304,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Government facilities,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/donbas/1097908-armia-rf-obstrilala-punkt-nezlamnosti-v-kostantinivci-na-den-nezaleznosti/,,Partially damaged,2025-08-24,0.7,['7.2'],UA14
D25305,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Warehouse,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/kharkiv/1097826-vibuhi-u-korotici-pid-harkovom-u-dsns-povidomili-de-buli-vlucanna/,,Partially damaged,2025-08-24,0.7,['7.2'],UA63
D25306,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/kherson/1097788-den-nezaleznosti-ataki-berislava-ta-novorajska-evakuacia-z-tot-1278-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-08-24,0.7,['7.2'],UA65
D25307,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/kherson/1097788-den-nezaleznosti-ataki-berislava-ta-novorajska-evakuacia-z-tot-1278-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-08-24,0.7,['7.2'],UA65
D25308,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Gas supply system,,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/dnipro/1097812-vijska-rf-vdarili-raketou-bpla-ta-artilerieu-po-dnipropetrovsini-zaginula-47-ricna-zinka/,,Partially damaged,2025-08-24,0.7,['7.2'],UA12
D25309,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kupianskyi,"Health facility (hospital, health clinic)",,2025-08-24,Suspilne,2025-08-24,https://suspilne.media/1097780-zsu-povernuli-pid-kontrol-selise-zelenij-gaj-zelenskij-zaprovadiv-novi-sankcii-proti-rosii-1278-den-vijni/,,Partially damaged,2025-08-24,0.7,['7.2'],UA63
D25310,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Education facility (school, etc.)",,2025-08-23,Suspilne,2025-08-24,https://suspilne.media/donbas/1097634-golovni-novini-doneckoi-ta-luganskoi-oblastej-24-serpna/,,Partially damaged,2025-08-23,0.7,['7.2'],UA14
D25311,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Education facility (school, etc.)",,2025-08-23,Suspilne,2025-08-24,https://suspilne.media/donbas/1097634-golovni-novini-doneckoi-ta-luganskoi-oblastej-24-serpna/,,Partially damaged,2025-08-23,0.7,['7.2'],UA14
D25312,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Education facility (school, etc.)",,2025-08-23,Suspilne,2025-08-24,https://suspilne.media/donbas/1097634-golovni-novini-doneckoi-ta-luganskoi-oblastej-24-serpna/,,Partially damaged,2025-08-23,0.7,['7.2'],UA14
D25313,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Health facility (hospital, health clinic)",,2025-08-23,Suspilne,2025-08-24,https://suspilne.media/donbas/1097634-golovni-novini-doneckoi-ta-luganskoi-oblastej-24-serpna/,,Partially damaged,2025-08-23,0.7,['7.2'],UA14
D25314,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Fuel depot,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/dnipro/1098314-golovni-novini-dnipra-ta-oblasti-25-serpna/,,Partially damaged,2025-08-25,0.7,['7.2'],UA12
D25315,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Electricity supply system,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/dnipro/1098314-golovni-novini-dnipra-ta-oblasti-25-serpna/,,Partially damaged,2025-08-25,0.7,['7.2'],UA12
D25316,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Industrial/Business/Enterprise facilities,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/dnipro/1098314-golovni-novini-dnipra-ta-oblasti-25-serpna/,,Partially damaged,2025-08-25,0.7,['7.2'],UA12
D25317,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Warehouse,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/sumy/1098304-rosijski-udari-poskodzenna-i-rujnuvanna-evakuacia-golovni-novini-sumsini/,,Partially damaged,2025-08-25,0.7,['7.2'],UA59
D25318,UKR,Ukraine,['UKR.21_1'],Sumska,Romenskyi,"Education facility (school, etc.)",,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/sumy/1098304-rosijski-udari-poskodzenna-i-rujnuvanna-evakuacia-golovni-novini-sumsini/,,Partially damaged,2025-08-25,0.7,['7.2'],UA59
D25319,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Fuel depot,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/sumy/1098304-rosijski-udari-poskodzenna-i-rujnuvanna-evakuacia-golovni-novini-sumsini/,,Partially damaged,2025-08-25,0.7,['7.2'],UA59
D25320,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/donbas/1098838-cetvero-ludej-poraneni-vnaslidok-pati-udariv-po-mistu-kostantinivka-na-doneccini-25-serpna/,,Partially damaged,2025-08-25,0.7,['7.2'],UA14
D25321,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Education facility (school, etc.)",,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/donbas/1098838-cetvero-ludej-poraneni-vnaslidok-pati-udariv-po-mistu-kostantinivka-na-doneccini-25-serpna/,,Partially damaged,2025-08-25,0.7,['7.2'],UA14
D25322,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Government facilities,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/donbas/1098838-cetvero-ludej-poraneni-vnaslidok-pati-udariv-po-mistu-kostantinivka-na-doneccini-25-serpna/,,Partially damaged,2025-08-25,0.7,['7.2'],UA14
D25323,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/donbas/1098838-cetvero-ludej-poraneni-vnaslidok-pati-udariv-po-mistu-kostantinivka-na-doneccini-25-serpna/,,Partially damaged,2025-08-25,0.7,['7.2'],UA14
D25324,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/donbas/1098838-cetvero-ludej-poraneni-vnaslidok-pati-udariv-po-mistu-kostantinivka-na-doneccini-25-serpna/,,Partially damaged,2025-08-25,0.7,['7.2'],UA14
D25325,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Electricity supply system,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/kharkiv/1098714-slatine-na-harkivsini-rosiani-obstrilali-z-rszv-poranena-zinka/,,Partially damaged,2025-08-25,0.7,['7.2'],UA63
D25326,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Gas supply system,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/kharkiv/1098714-slatine-na-harkivsini-rosiani-obstrilali-z-rszv-poranena-zinka/,,Partially damaged,2025-08-25,0.7,['7.2'],UA63
D25328,UKR,Ukraine,['UKR.9_1'],Khersonska,,Gas supply system,,2025-08-24,Suspilne,2025-08-25,https://suspilne.media/kherson/1098308-armia-rf-obstrilala-43-naseleni-punkti-hersonsini-troe-poranenih/,,Partially damaged,2025-08-24,1.0,['7.2'],UA65
D25329,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Gas supply system,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/zaporizhzhia/1098320-armia-rf-obstrilala-kusugumsku-gromadu-zaporizkoi-oblasti-fedorov/,,Partially damaged,2025-08-25,0.7,['7.2'],UA23
D25330,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Electricity supply system,,2025-08-25,Suspilne,2025-08-25,https://suspilne.media/zaporizhzhia/1098320-armia-rf-obstrilala-kusugumsku-gromadu-zaporizkoi-oblasti-fedorov/,,Partially damaged,2025-08-25,0.7,['7.2'],UA23
D25331,UKR,Ukraine,['UKR.21_1'],Sumska,Okhtyrskyi,Water supply system,,2025-08-26,Suspilne,2025-08-26,https://suspilne.media/sumy/1099756-u-trostanci-cerez-raketnu-ataku-rf-blizko-sotni-meskanciv-bez-vodopostacanna/,,Destroyed,2025-08-26,0.7,['7.2'],UA59
D25332,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Gas supply system,,2025-08-26,Suspilne,2025-08-26,https://suspilne.media/dnipro/1099226-golovni-novini-dnipra-ta-oblasti-26-serpna-2/,,Partially damaged,2025-08-26,0.7,['7.2'],UA12
D25333,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Fuel depot,,2025-08-26,Suspilne,2025-08-26,https://suspilne.media/dnipro/1099226-golovni-novini-dnipra-ta-oblasti-26-serpna-2/,,Partially damaged,2025-08-26,0.7,['7.2'],UA12
D25334,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Agricultural facilities,,2025-08-26,Suspilne,2025-08-26,https://suspilne.media/dnipro/1099226-golovni-novini-dnipra-ta-oblasti-26-serpna-2/,,Partially damaged,2025-08-26,0.7,['7.2'],UA12
D25335,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Warehouse,,2025-08-26,Suspilne,2025-08-26,https://suspilne.media/sumy/1098304-rosijski-udari-poskodzenna-i-rujnuvanna-evakuacia-golovni-novini-sumsini/,,Partially damaged,2025-08-26,0.7,['7.2'],UA59
D25336,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Fuel depot,,2025-08-26,Suspilne,2025-08-26,https://suspilne.media/chernihiv/1099242-rosijskij-bezpilotnik-poskodiv-azs-na-prikordonni-cernigivsini/,,Partially damaged,2025-08-26,0.7,['7.2'],UA74
D25337,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Gas supply system,,2025-08-25,Suspilne,2025-08-26,https://suspilne.media/kherson/1099178-rosijska-armia-obstrilala-32-naseleni-punkti-hersonsini-cetvero-poranenih/,,Partially damaged,2025-08-25,0.7,['7.2'],UA65
D25338,UKR,Ukraine,['UKR.16_1'],Mykolaivska,Mykolaivskyi,"Education facility (school, etc.)",,2025-08-25,Suspilne,2025-08-26,https://suspilne.media/mykolaiv/1099196-tri-gromadi-mikolaivsini-zaznali-atak-droniv-rf-poskodzeni-budinki-ta-skola/,,Partially damaged,2025-08-25,0.7,['7.2'],UA48
D25339,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Government facilities,,2025-08-25,Suspilne,2025-08-26,https://suspilne.media/donbas/1099174-golovni-novini-doneckoi-ta-luganskoi-oblastej-25-serpna-2/,,Partially damaged,2025-08-25,0.7,['7.2'],UA14
D25340,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Fuel depot,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/dnipro/1100046-obstrili-dnipropetrovsini-zbiti-bpla-golovni-novini-dnipra-ta-oblasti-27-serpna/,,Partially damaged,2025-08-27,0.7,['7.2'],UA12
D25341,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/dnipro/1100046-obstrili-dnipropetrovsini-zbiti-bpla-golovni-novini-dnipra-ta-oblasti-27-serpna/,,Partially damaged,2025-08-27,0.7,['7.2'],UA12
D25342,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Agricultural facilities,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/dnipro/1100046-obstrili-dnipropetrovsini-zbiti-bpla-golovni-novini-dnipra-ta-oblasti-27-serpna/,,Partially damaged,2025-08-27,0.7,['7.2'],UA12
D25343,UKR,Ukraine,['UKR.21_1'],Sumska,Okhtyrskyi,Industrial/Business/Enterprise facilities,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/sumy/1100768-nakrili-golovi-j-lezali-ohtirci-rozpovili-pro-nicnu-ataku-rosijskih-bezpilotnikiv/,,Partially damaged,2025-08-27,0.7,['7.2'],UA59
D25344,UKR,Ukraine,['UKR.21_1'],Sumska,Okhtyrskyi,Industrial/Business/Enterprise facilities,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/sumy/1100768-nakrili-golovi-j-lezali-ohtirci-rozpovili-pro-nicnu-ataku-rosijskih-bezpilotnikiv/,,Partially damaged,2025-08-27,0.7,['7.2'],UA59
D25345,UKR,Ukraine,['UKR.18_1'],Poltavska,,Government facilities,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/poltava/1100364-u-nic-na-27-serpna-rf-atakuvala-energeticnij-obekt-na-poltavsini-aki-zbitki/,,Partially damaged,2025-08-27,1.0,['7.2'],UA53
D25346,UKR,Ukraine,['UKR.18_1'],Poltavska,,Gas supply system,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/poltava/1100364-u-nic-na-27-serpna-rf-atakuvala-energeticnij-obekt-na-poltavsini-aki-zbitki/,,Partially damaged,2025-08-27,1.0,['7.2'],UA53
D25347,UKR,Ukraine,['UKR.18_1'],Poltavska,,Electricity supply system,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/poltava/1100364-u-nic-na-27-serpna-rf-atakuvala-energeticnij-obekt-na-poltavsini-aki-zbitki/,,Partially damaged,2025-08-27,1.0,['7.2'],UA53
D25348,UKR,Ukraine,['UKR.2_1'],Chernihivska,Chernihivskyi,Industrial/Business/Enterprise facilities,,2025-08-27,Suspilne,2025-08-27,https://suspilne.media/chernihiv/1100312-u-cernigovi-vnaslidok-vibuhu-travmovani-dvi-zinki/,,Partially damaged,2025-08-27,0.7,['7.2'],UA74
