damage_id,iso3,country,gid_1,oblast,rayon,type_of_infrastructure,if_other_what,date_of_event,source_name,source_date,source_link,additional_sources,extent_of_damage,_internal_filter_date,_weights,access_subindicator,pcode
D18964,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-01-05,Suspilne,2025-01-05,https://suspilne.media/donbas/917991-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-5-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18965,UKR,Ukraine,['UKR.12_1'],Kyivska,,Railway,,2025-01-06,Hromadske radio,2025-01-06,https://hromadske.radio/news/2025/01/06/syly-ppo-znyshchyly-79-droniv-ta-2-rakety-nad-ukrainoiu,,Partially damaged,2025-01-06,1.0,['9.2'],UA32
D18966,UKR,Ukraine,['UKR.12_1'],Kyivska,,Electricity supply system,,2025-01-06,UNN,2025-01-06,https://unn.ua/en/news/enemy-strikes-in-kyiv-region-houses-a-car-and-power-lines-are-damaged,,Partially damaged,2025-01-06,1.0,['7.2'],UA32
D18967,UKR,Ukraine,['UKR.8_1'],Kharkivska,Bohodukhivskyi,Electricity supply system,,2025-01-06,UNN,2025-01-06,https://unn.ua/en/news/russians-attacked-kharkiv-region-with-tornado-in-the-morning-what-is-known-about-the-consequences,,Partially damaged,2025-01-06,0.7,['7.2'],UA63
D18968,UKR,Ukraine,['UKR.8_1'],Kharkivska,Bohodukhivskyi,Gas supply system,,2025-01-06,UNN,2025-01-06,https://unn.ua/en/news/russians-attacked-kharkiv-region-with-tornado-in-the-morning-what-is-known-about-the-consequences,,Partially damaged,2025-01-06,0.7,['7.2'],UA63
D18970,UKR,Ukraine,['UKR.26_1'],Zaporizka,Vasylivskyi,Power plant, training centre,2025-01-05,UNN,2025-01-06,https://unn.ua/en/news/iaea-reports-explosions-near-zaporizhzhia-npp,,Unknown,2025-01-05,0.7,['7.2'],UA23
D18971,UKR,Ukraine,['UKR.1_1'],Cherkaska,Cherkaskyi,Warehouse,,2025-01-06,UNN,2025-01-06,https://unn.ua/en/news/cherkasy-region-suffered-a-night-attack-by-russian-drones-houses-and-a-grain-storage-facility-damaged,,Partially damaged,2025-01-06,0.7,['7.2'],UA71
D18972,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kupianskyi,Bridge,,2025-01-06,UNN,2025-01-06,https://unn.ua/en/news/russians-tried-to-destroy-a-crossing-point-in-kharkiv-region-at-night-rma,,Partially damaged,2025-01-06,0.7,['9.2'],UA63
D18973,UKR,Ukraine,['UKR.8_1'],Kharkivska,Bohodukhivskyi,Electricity supply system,,2025-01-06,Ukrainska pravda,2025-01-06,https://www.pravda.com.ua/eng/news/2025/01/6/7492293/,,Partially damaged,2025-01-06,0.7,['7.2'],UA63
D18974,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-06,Suspilne,2025-01-06,https://suspilne.media/dnipro/918421-vidklucenna-svitla-zniseni-bpla-obstrili-nikopolsini-golovni-novini-dnipra-ta-oblasti-6-sicna/,,Partially damaged,2025-01-06,0.7,['7.2'],UA12
D18975,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/kherson/919073-poskodzeni-budinki-tipografia-ta-universitet-ak-hersonci-likvidovuvali-naslidki-obstrilu-dniprovskogo-rajonu/,,Partially damaged,2025-01-05,0.7,['7.2'],UA65
D18976,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Electricity supply system,,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/kherson/919073-poskodzeni-budinki-tipografia-ta-universitet-ak-hersonci-likvidovuvali-naslidki-obstrilu-dniprovskogo-rajonu/,,Partially damaged,2025-01-05,0.7,['7.2'],UA65
D18977,UKR,Ukraine,['UKR.21_1'],Sumska,Shostkynskyi,Government facilities,,2025-01-06,Suspilne,2025-01-06,https://suspilne.media/sumy/919141-cerez-obstril-mista-seredina-buda-zagorivsa-budinok/,,Partially damaged,2025-01-06,0.7,['7.2'],UA59
D18978,UKR,Ukraine,['UKR.1_1'],Cherkaska,Cherkaskyi,Agricultural facilities,,2025-01-06,Suspilne,2025-01-06,https://suspilne.media/cherkasy/918585-cuu-letit-zvuk-dviguna-i-vibuh-vnoci-cerkasinu-atakuvali-rosijski-droni/,,Partially damaged,2025-01-06,0.7,['7.2'],UA71
D18979,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,"Health facility (hospital, health clinic)",,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/sumy/918867-kudi-vlucili-ulamki-rosijskogo-saheda-v-sumah/,,Partially damaged,2025-01-05,0.7,['7.2'],UA59
D18980,UKR,Ukraine,['UKR.18_1'],Poltavska,,Electricity supply system,,2025-01-06,Suspilne,2025-01-06,https://suspilne.media/poltava/918853-u-poltavskij-oblasti-ulamki-zbitih-droniv-poskodili-budinki/,,Partially damaged,2025-01-06,1.0,['7.2'],UA53
D18981,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Industrial/Business/Enterprise facilities,,2025-01-06,Suspilne,2025-01-06,https://suspilne.media/kherson/918509-armia-rf-atakuvala-zelenivku-poblizu-hersona-e-travmovanij/,,Partially damaged,2025-01-06,0.7,['7.2'],UA65
D18982,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Government facilities,,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/donbas/918279-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-6-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18983,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/donbas/918279-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-6-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18984,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Health facility (hospital, health clinic)",,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/donbas/918279-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-6-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18985,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Heating and water facility,,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/donbas/918279-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-6-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18986,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/donbas/918279-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-6-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18987,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/donbas/918279-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-6-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18988,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/donbas/918279-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-6-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18989,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2025-01-05,Suspilne,2025-01-06,https://suspilne.media/donbas/918279-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-6-sicna/,,Partially damaged,2025-01-05,0.7,['7.2'],UA14
D18990,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Industrial/Business/Enterprise facilities,,2025-01-07,RBC,2025-01-07,https://newsukraine.rbc.ua/news/russia-strikes-chernihiv-region-s-border-1736242437.html,,Partially damaged,2025-01-07,0.7,['7.2'],UA74
D18991,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-07,Suspilne,2025-01-07,https://suspilne.media/dnipro/919283-ataki-na-nikopolsinu-vimknenna-svitla-golovni-novini-dnipra-ta-oblasti-7-sicna/,,Partially damaged,2025-01-07,0.7,['7.2'],UA12
D18992,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Government facilities,,2025-01-07,Suspilne,2025-01-07,https://suspilne.media/dnipro/919283-ataki-na-nikopolsinu-vimknenna-svitla-golovni-novini-dnipra-ta-oblasti-7-sicna/,,Partially damaged,2025-01-07,0.7,['7.2'],UA12
D18993,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2025-01-07,Suspilne,2025-01-07,https://suspilne.media/dnipro/919283-ataki-na-nikopolsinu-vimknenna-svitla-golovni-novini-dnipra-ta-oblasti-7-sicna/,,Partially damaged,2025-01-07,0.7,['7.2'],UA12
D18994,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-07,Suspilne,2025-01-07,https://suspilne.media/dnipro/919283-ataki-na-nikopolsinu-vimknenna-svitla-golovni-novini-dnipra-ta-oblasti-7-sicna/,,Partially damaged,2025-01-07,0.7,['7.2'],UA12
D18995,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2025-01-07,Suspilne,2025-01-07,https://suspilne.media/dnipro/919283-ataki-na-nikopolsinu-vimknenna-svitla-golovni-novini-dnipra-ta-oblasti-7-sicna/,,Partially damaged,2025-01-07,0.7,['7.2'],UA12
D18996,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2025-01-07,Suspilne,2025-01-07,https://suspilne.media/dnipro/919933-ponad-20-raziv-vijskovi-rf-bili-po-nikopolsini-aki-naslidki/,,Partially damaged,2025-01-07,0.7,['7.2'],UA12
D18997,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2025-01-07,Suspilne,2025-01-07,https://suspilne.media/dnipro/919933-ponad-20-raziv-vijskovi-rf-bili-po-nikopolsini-aki-naslidki/,,Partially damaged,2025-01-07,0.7,['7.2'],UA12
D18998,UKR,Ukraine,['UKR.2_1'],Chernihivska,Chernihivskyi,Electricity supply system,,2025-01-06,Suspilne,2025-01-07,https://suspilne.media/chernihiv/919329-poskodzeni-2-privatni-budinki-ta-linia-elektroperedac-u-seli-na-cernigivsini-vpali-ulamki-rosijskogo-saheda/,,Partially damaged,2025-01-06,0.7,['7.2'],UA74
D18999,UKR,Ukraine,['UKR.16_1'],Mykolaivska,Mykolaivskyi,Electricity supply system,,2025-01-06,Suspilne,2025-01-07,https://suspilne.media/mykolaiv/919287-poskodzeno-budinok-ta-lep-armia-rf-atakuvala-mikolaivsinu-dronami/,,Partially damaged,2025-01-06,0.7,['7.2'],UA48
D19000,UKR,Ukraine,['UKR.9_1'],Khersonska,,Gas supply system,,2025-01-06,Suspilne,2025-01-07,https://suspilne.media/kherson/919265-zagibli-ta-poraneni-cerez-agresiu-rf-dronovi-ataki-hersona-j-zelenivki-1049-den-vijni-situacia-v-hersonskij-oblasti/,,Partially damaged,2025-01-06,1.0,['7.2'],UA65
D19001,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,"Education facility (school, etc.)",,2025-01-06,Suspilne,2025-01-07,https://suspilne.media/donbas/918775-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-7-sicna/,,Partially damaged,2025-01-06,0.7,['7.2'],UA14
D19002,UKR,Ukraine,['UKR.6_1'],Donetska,,Industrial/Business/Enterprise facilities,,2025-01-06,Suspilne,2025-01-07,https://suspilne.media/donbas/918775-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-7-sicna/,,Partially damaged,2025-01-06,1.0,['7.2'],UA14
D19003,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-01-06,Suspilne,2025-01-07,https://suspilne.media/donbas/918775-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-7-sicna/,,Partially damaged,2025-01-06,0.7,['7.2'],UA14
D19004,UKR,Ukraine,['UKR.8_1'],Kharkivska,Chuhuivskyi,Industrial/Business/Enterprise facilities,,2025-01-07,Kharkiv regional military administration,2025-01-08,https://kharkivoda.gov.ua/news/129896,,Partially damaged,2025-01-07,0.7,['7.2'],UA63
D19005,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Industrial/Business/Enterprise facilities,,2025-01-08,Hromadske radio,2025-01-08,https://hromadske.radio/news/2025/01/08/okupanty-atakuvaly-promyslovu-infrastrukturu-u-zaporizhzhi,,Partially damaged,2025-01-08,0.7,['7.2'],UA23
D19006,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Government facilities,,2025-01-08,Hromadske radio,2025-01-08,https://hromadske.radio/news/2025/01/08/udar-okupantiv-po-zaporizhzhiu-pro-naslidky-rozpoviv-rechnyk-ova,,Partially damaged,2025-01-08,0.7,['7.2'],UA23
D19007,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Government facilities,,2025-01-08,Hromadske radio,2025-01-08,https://hromadske.radio/news/2025/01/08/udar-okupantiv-po-zaporizhzhiu-pro-naslidky-rozpoviv-rechnyk-ova,,Partially damaged,2025-01-08,0.7,['7.2'],UA23
D19008,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Government facilities,,2025-01-08,Hromadske radio,2025-01-08,https://hromadske.radio/news/2025/01/08/udar-okupantiv-po-zaporizhzhiu-pro-naslidky-rozpoviv-rechnyk-ova,,Partially damaged,2025-01-08,0.7,['7.2'],UA23
D19009,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Government facilities,,2025-01-08,Hromadske radio,2025-01-08,https://hromadske.radio/news/2025/01/08/udar-okupantiv-po-zaporizhzhiu-pro-naslidky-rozpoviv-rechnyk-ova,,Partially damaged,2025-01-08,0.7,['7.2'],UA23
D19010,UKR,Ukraine,['UKR.26_1'],Zaporizka,Berdianskyi,Industrial/Business/Enterprise facilities,,2025-01-08,UNN,2025-01-08,https://unn.ua/en/news/it-was-noisy-in-occupied-mariupol-and-berdiansk-at-night-what-is-known,,Unknown,2025-01-08,0.7,['7.2'],UA23
D19011,UKR,Ukraine,['UKR.9_1'],Khersonska,,Gas supply system,,2025-01-07,UNN,2025-01-08,https://unn.ua/en/news/destruction-and-casualties-occupants-attacked-36-settlements-in-kherson-region,,Partially damaged,2025-01-07,1.0,['7.2'],UA65
D19012,UKR,Ukraine,['UKR.21_1'],Sumska,Shostkynskyi,Industrial/Business/Enterprise facilities,,2025-01-08,UNN,2025-01-08,https://unn.ua/en/news/russians-attack-seredyna-buda-in-sumy-region-with-drones-two-wounded,,Partially damaged,2025-01-08,0.7,['7.2'],UA59
D19014,UKR,Ukraine,['UKR.26_1'],Zaporizka,Vasylivskyi,Government facilities,,2025-01-08,UNN,2025-01-08,https://unn.ua/en/news/zaporizhzhia-occupants-attacked-frontline-stepnohirsk-four-people-are-trapped-under-rubble,,Partially damaged,2025-01-08,0.7,['7.2'],UA23
D19015,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Electricity supply system,,2025-01-08,UNN,2025-01-08,https://unn.ua/en/news/enemy-shelling-left-four-villages-in-zaporizhzhia-without-electricity,,Partially damaged,2025-01-08,0.7,['7.2'],UA23
D19016,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Railway,,2025-01-08,UNN,2025-01-08,https://unn.ua/en/news/occupants-attacked-kostiantynivka-in-donetsk-region-in-the-morning-what-is-known-about-the-consequences,,Partially damaged,2025-01-08,0.7,['9.2'],UA14
D19018,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,"Education facility (school, etc.)",,2025-01-08,UNN,2025-01-08,https://unn.ua/en/news/occupants-attacked-kostiantynivka-in-donetsk-region-in-the-morning-what-is-known-about-the-consequences,,Partially damaged,2025-01-08,0.7,['7.2'],UA14
D19019,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Industrial/Business/Enterprise facilities,,2025-01-08,UNN,2025-01-08,https://unn.ua/en/news/occupants-attacked-kostiantynivka-in-donetsk-region-in-the-morning-what-is-known-about-the-consequences,,Partially damaged,2025-01-08,0.7,['7.2'],UA14
D19020,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2025-01-08,Suspilne,2025-01-08,https://suspilne.media/dnipro/920043-obstrili-nikopolsini-zbitij-sahed-golovni-novini-dnipra-ta-oblasti-8-sicna/,,Partially damaged,2025-01-08,0.7,['7.2'],UA12
D19021,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,"Education facility (school, etc.)",,2025-01-08,Suspilne,2025-01-08,https://suspilne.media/dnipro/920043-obstrili-nikopolsini-zbitij-sahed-golovni-novini-dnipra-ta-oblasti-8-sicna/,,Partially damaged,2025-01-08,0.7,['7.2'],UA12
D19022,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Agricultural facilities,,2025-01-07,Ukrinform,2025-01-08,https://www.ukrinform.ua/rubric-regions/3946159-na-hersonsini-cerez-rosijski-obstrili-za-dobu-dvoe-ludej-zaginuli-se-devatero-poraneni.html,,Partially damaged,2025-01-07,0.7,['7.2'],UA65
D19023,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Road / Highway,,2025-01-08,Hromadske radio,2025-01-09,https://hromadske.radio/news/2025/01/09/uzhe-11-liudey-perebuvaiut-v-reanimatsii-i-tse-chyslo-bude-zminiuvatysia-vo-miskoho-holovy-zaporizhzhia,,Partially damaged,2025-01-08,0.7,['9.2'],UA23
D19024,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Road / Highway,,2025-01-08,Hromadske radio,2025-01-09,https://hromadske.radio/news/2025/01/09/uzhe-11-liudey-perebuvaiut-v-reanimatsii-i-tse-chyslo-bude-zminiuvatysia-vo-miskoho-holovy-zaporizhzhia,,Destroyed,2025-01-08,0.7,['9.2'],UA23
D19025,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Telecommunications,,2025-01-08,Hromadske radio,2025-01-09,https://hromadske.radio/news/2025/01/09/uzhe-11-liudey-perebuvaiut-v-reanimatsii-i-tse-chyslo-bude-zminiuvatysia-vo-miskoho-holovy-zaporizhzhia,,Destroyed,2025-01-08,0.7,['9.2'],UA23
D19026,UKR,Ukraine,['UKR.1_1'],Cherkaska,Cherkaskyi,Industrial/Business/Enterprise facilities,,2025-01-09,UNN,2025-01-09,https://unn.ua/news/damage-in-cherkasy-region-caused-by-night-attack-of-russian-federation-what-is-known,,Partially damaged,2025-01-09,0.7,['7.2'],UA71
D19027,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Industrial/Business/Enterprise facilities,,2025-01-09,UNN,2025-01-09,https://unn.ua/en/news/russians-strike-kherson-with-three-guided-bombs-there-are-victims,,Partially damaged,2025-01-09,0.7,['7.2'],UA65
D19028,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-01-09,UNN,2025-01-09,https://unn.ua/en/news/russians-strike-kherson-with-three-guided-bombs-there-are-victims,,Partially damaged,2025-01-09,0.7,['7.2'],UA65
D19029,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Industrial/Business/Enterprise facilities,,2025-01-09,UNN,2025-01-09,https://unn.ua/en/news/russian-air-strike-on-kherson-the-ministry-of-internal-affairs-told-about-the-scale-of-destruction,,Partially damaged,2025-01-09,0.7,['7.2'],UA65
D19030,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Industrial/Business/Enterprise facilities,,2025-01-09,UNN,2025-01-09,https://unn.ua/en/news/russian-air-strike-on-kherson-the-ministry-of-internal-affairs-told-about-the-scale-of-destruction,,Partially damaged,2025-01-09,0.7,['7.2'],UA65
D19031,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2025-01-09,UNN,2025-01-09,https://unn.ua/en/news/russian-air-strike-on-kherson-the-ministry-of-internal-affairs-told-about-the-scale-of-destruction,,Partially damaged,2025-01-09,0.7,['7.2'],UA65
D19032,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Industrial/Business/Enterprise facilities,,2025-01-09,UNN,2025-01-09,https://unn.ua/news/another-arrival-in-kharkiv-enemy-drone-strikes-an-enterprise-mayor,,Unknown,2025-01-09,0.7,['7.2'],UA63
D19033,UKR,Ukraine,['UKR.21_1'],Sumska,Shostkynskyi,Government facilities,,2025-01-09,Suspilne,2025-01-09,https://suspilne.media/sumy/921639-za-den-armia-rf-zavdala-po-sumsini-159-udariv/,,Partially damaged,2025-01-09,0.7,['7.2'],UA59
D19034,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2025-01-09,Suspilne,2025-01-09,https://suspilne.media/dnipro/920837-golovni-novini-dnipra-ta-oblasti-9-sicna-2/,,Partially damaged,2025-01-09,0.7,['7.2'],UA12
D19035,UKR,Ukraine,['UKR.21_1'],Sumska,Konotopskyi,Electricity supply system,,2025-01-08,Suspilne,2025-01-09,https://suspilne.media/sumy/920967-armia-rf-atakuvala-boceckivsku-gromadu-na-sumsini-e-poskodzenna/,,Partially damaged,2025-01-08,0.7,['7.2'],UA59
D19036,UKR,Ukraine,['UKR.16_1'],Mykolaivska,Mykolaivskyi,Electricity supply system,,2025-01-08,Suspilne,2025-01-09,https://suspilne.media/mykolaiv/920841-poskodzeni-budinki-ta-lep-armia-rf-atakuvala-mikolaivsinu-dronom-ta-z-artilerii/,,Partially damaged,2025-01-08,0.7,['7.2'],UA48
D19037,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Government facilities,,2025-01-08,Suspilne,2025-01-09,https://suspilne.media/donbas/920559-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-9-sicna/,,Partially damaged,2025-01-08,0.7,['7.2'],UA14
D19038,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2025-01-08,Suspilne,2025-01-09,https://suspilne.media/donbas/920559-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-9-sicna/,,Partially damaged,2025-01-08,0.7,['7.2'],UA14
D19039,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2025-01-08,Suspilne,2025-01-09,https://suspilne.media/donbas/920559-golovni-novini-doneckoi-ta-luganskoi-oblastej-podii-9-sicna/,,Partially damaged,2025-01-08,0.7,['7.2'],UA14
D19040,UKR,Ukraine,['UKR.16_1'],Mykolaivska,Mykolaivskyi,Electricity supply system,,2025-01-09,UNN,2025-01-10,https://unn.ua/news/man-wounded-in-mykolaiv-due-to-russian-drone-attack,,Partially damaged,2025-01-09,0.7,['7.2'],UA48
D19041,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Industrial/Business/Enterprise facilities,,2025-01-10,UNN,2025-01-10,https://unn.ua/en/news/russians-attacked-chernihiv-region-with-a-drone-and-wounded-a-woman-the-consequences-were-shown,,Partially damaged,2025-01-10,0.7,['7.2'],UA74
D19042,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Electricity supply system,,2025-01-09,UNN,2025-01-10,https://unn.ua/en/news/strikes-by-molniya-in-kharkiv-terekhov-shares-his-experience-in-dealing-with-attacks,,Partially damaged,2025-01-09,0.7,['7.2'],UA63
D19043,UKR,Ukraine,['UKR.6_1'],Donetska,Pokrovskyi,Government facilities,,2025-01-10,UNN,2025-01-10,https://unn.ua/en/news/russian-aviation-strikes-at-fire-station-in-donetsk-region,,Partially damaged,2025-01-10,0.7,['7.2'],UA14
D19044,UKR,Ukraine,['UKR.6_1'],Donetska,Donetskyi,Road / Highway,,2025-01-10,Radio Svoboda,2025-01-10,https://www.radiosvoboda.org/a/news-obstril-donetsk-okupatsiya/33271283.html,https://www.ostro.org/news/metoyu-buv-ne-supermarket-navishho-zsu-strilyaly-po-moloku-u-donetsku-i507022,Partially damaged,2025-01-10,0.7,['9.2'],UA14
D19045,UKR,Ukraine,['UKR.6_1'],Donetska,Donetskyi,Industrial/Business/Enterprise facilities,,2025-01-10,Radio Svoboda,2025-01-10,https://www.radiosvoboda.org/a/news-obstril-donetsk-okupatsiya/33271283.html,https://www.ostro.org/news/metoyu-buv-ne-supermarket-navishho-zsu-strilyaly-po-moloku-u-donetsku-i507022,Partially damaged,2025-01-10,0.7,['7.2'],UA14
